acc,entry,HPhylomeDB|P00395,EggNOG|COG0843,HOGENOM|NA,HOVERGEN|HBG003841,KO|K02256,OMA|FHGLASM,Total
A6MUR4,A6MUR4_9PASS,0,0,0,1,0,0,1
A6MUR5,A6MUR5_9TYRA,0,0,0,1,0,0,1
A6MUR6,A6MUR6_LANEL,0,0,0,1,0,0,1
A6MCV4,A6MCV4_ANOGA,0,0,0,0,1,0,1
A6GWL9,A6GWL9_FLAPJ,0,1,0,0,0,0,1
A5Z2K7,A5Z2K7_MAMAE,0,0,0,1,0,0,1
A5Z1I2,A5Z1I2_9RODE,0,0,0,1,0,0,1
A5Z1H6,A5Z1H6_9RODE,0,0,0,1,0,0,1
A5Z1H7,A5Z1H7_9RODE,0,0,0,1,0,0,1
A5Z1H8,A5Z1H8_CRACA,0,0,0,1,0,0,1
A5Z1H9,A5Z1H9_CRACA,0,0,0,1,0,0,1
A5Z1I0,A5Z1I0_CRACA,0,0,0,1,0,0,1
A5Z1I1,A5Z1I1_9RODE,0,0,0,1,0,0,1
A5Z1I3,A5Z1I3_9RODE,0,0,0,1,0,0,1
A5Z1J1,A5Z1J1_CRACA,0,0,0,1,0,0,1
A5Z1I4,A5Z1I4_9RODE,0,0,0,1,0,0,1
A5Z1I5,A5Z1I5_9RODE,0,0,0,1,0,0,1
A5Z1I6,A5Z1I6_CRACA,0,0,0,1,0,0,1
A5Z1I7,A5Z1I7_CRACA,0,0,0,1,0,0,1
A5Z1I8,A5Z1I8_CRACA,0,0,0,1,0,0,1
A5Z1I9,A5Z1I9_CRACA,0,0,0,1,0,0,1
A6NAM9,A6NAM9_HUMAN,0,0,0,1,0,0,1
A6P396,A6P396_9SAUR,0,0,0,1,0,0,1
A6Q052,A6Q052_GULGU,0,0,0,1,0,0,1
A6XL09,A6XL09_ACASO,0,0,0,1,0,0,1
A6XL03,A6XL03_THUAA,0,0,0,1,0,0,1
A6XL04,A6XL04_THUAA,0,0,0,1,0,0,1
A6XL05,A6XL05_ACASO,0,0,0,1,0,0,1
A6XL06,A6XL06_ACASO,0,0,0,1,0,0,1
A6XL07,A6XL07_ACASO,0,0,0,1,0,0,1
A6XL08,A6XL08_ACASO,0,0,0,1,0,0,1
A6XL10,A6XL10_ACASO,0,0,0,1,0,0,1
A6XKZ8,A6XKZ8_THUAA,0,0,0,1,0,0,1
A6XL14,A6XL14_ACASO,0,0,0,1,0,0,1
A6XL15,A6XL15_ACASO,0,0,0,1,0,0,1
A6XL16,A6XL16_ACASO,0,0,0,1,0,0,1
A6XL18,A6XL18_ACASO,0,0,0,1,0,0,1
A6XL19,A6XL19_SCOSC,0,0,0,1,0,0,1
A6XL20,A6XL20_SCOSC,0,0,0,1,0,0,1
A6XKZ9,A6XKZ9_THUAA,0,0,0,1,0,0,1
A6WUX6,A6WUX6_OCHA4,0,1,0,0,0,0,1
A6Q065,A6Q065_CANLU,0,0,0,1,0,0,1
A6UC78,A6UC78_SINMW,0,1,0,0,0,0,1
A6Q6Y8,A6Q6Y8_SULNB,0,1,0,0,0,0,1
A6QFR9,A6QFR9_STAAE,0,1,0,0,0,0,1
A6T1D2,A6T1D2_JANMA,0,1,0,0,0,0,1
A6T2U4,A6T2U4_JANMA,0,1,0,0,0,0,1
A6T5H4,A6T5H4_KLEP7,0,1,0,0,0,0,1
A6U0M8,A6U0M8_STAA2,0,1,0,0,0,0,1
A6UHP5,A6UHP5_SINMW,0,1,0,0,0,0,1
A6WU46,A6WU46_SHEB8,0,1,0,0,0,0,1
A6UIS9,A6UIS9_SINMW,0,1,0,0,0,0,1
A6UMR7,A6UMR7_SINMW,0,1,0,0,0,0,1
A6V8P1,A6V8P1_PSEA7,0,1,0,0,0,0,1
A6VRF3,A6VRF3_MARMS,0,1,0,0,0,0,1
A6WD33,A6WD33_KINRD,0,1,0,0,0,0,1
A6WU08,A6WU08_SHEB8,0,1,0,0,0,0,1
A5Z1H5,A5Z1H5_CRACA,0,0,0,1,0,0,1
A5Z1H4,A5Z1H4_9RODE,0,0,0,1,0,0,1
A5Z1H3,A5Z1H3_9RODE,0,0,0,1,0,0,1
A5PIM7,A5PIM7_9TELE,0,0,0,1,0,0,1
A5PIE9,A5PIE9_9TELE,0,0,0,1,0,0,1
A5PIG2,A5PIG2_9TELE,0,0,0,1,0,0,1
A5PIH5,A5PIH5_9TELE,0,0,0,1,0,0,1
A5PII8,A5PII8_9TELE,0,0,0,1,0,0,1
A5PIK1,A5PIK1_9TELE,0,0,0,1,0,0,1
A5PIL4,A5PIL4_SARMA,0,0,0,1,0,0,1
A5PIP0,A5PIP0_9TELE,0,0,0,1,0,0,1
A5PIC3,A5PIC3_9TELE,0,0,0,1,0,0,1
A5PIQ3,A5PIQ3_9TELE,0,0,0,1,0,0,1
A5PIR6,A5PIR6_9TELE,0,0,0,1,0,0,1
A5PIS9,A5PIS9_SARPI,0,0,0,1,0,0,1
A5PIU2,A5PIU2_SPRSP,0,0,0,1,0,0,1
A5PJ49,A5PJ49_9SAUR,0,0,0,1,0,0,1
A5U757,A5U757_MYCTA,0,1,0,0,0,0,1
A5PID6,A5PID6_9TELE,0,0,0,1,0,0,1
A5PIB0,A5PIB0_9TELE,0,0,0,1,0,0,1
A5UVJ0,A5UVJ0_ROSS1,0,1,0,0,0,0,1
A5J067,A5J067_GIBZE,0,0,0,0,1,0,1
A5J061,A5J061_GIBZE,0,0,0,0,1,0,1
A5J062,A5J062_GIBZE,0,0,0,0,1,0,1
A5J063,A5J063_GIBZE,0,0,0,0,1,0,1
A5J064,A5J064_GIBZE,0,0,0,0,1,0,1
A5J065,A5J065_GIBZE,0,0,0,0,1,0,1
A5J066,A5J066_GIBZE,0,0,0,0,1,0,1
A5J068,A5J068_GIBZE,0,0,0,0,1,0,1
A5PI97,A5PI97_CLUPA,0,0,0,1,0,0,1
A5J069,A5J069_GIBZE,0,0,0,0,1,0,1
A5JPB4,A5JPB4_PANTR,0,0,0,1,0,0,1
A5JW14,A5JW14_ELEMA,0,0,0,1,0,0,1
A5PI58,A5PI58_9TELE,0,0,0,1,0,0,1
A5PI71,A5PI71_9TELE,0,0,0,1,0,0,1
A5PI84,A5PI84_CLUHA,0,0,0,1,0,0,1
A5URU0,A5URU0_ROSS1,0,1,0,0,0,0,1
A5VD55,A5VD55_SPHWW,0,1,0,0,0,0,1
A5Z1H2,A5Z1H2_9RODE,0,0,0,1,0,0,1
A5Z1G4,A5Z1G4_9RODE,0,0,0,1,0,0,1
A5YN32,A5YN32_MACNE,0,0,0,1,0,0,1
A5YN33,A5YN33_MACNE,0,0,0,1,0,0,1
A5Z1F9,A5Z1F9_CRACA,0,0,0,1,0,0,1
A5Z1G0,A5Z1G0_CRACA,0,0,0,1,0,0,1
A5Z1G1,A5Z1G1_CRACA,0,0,0,1,0,0,1
A5Z1G2,A5Z1G2_CRACA,0,0,0,1,0,0,1
A5Z1G5,A5Z1G5_CRACA,0,0,0,1,0,0,1
A5YN30,A5YN30_MACMU,0,0,0,1,0,0,1
A5Z1G6,A5Z1G6_CRACA,0,0,0,1,0,0,1
A5Z1G7,A5Z1G7_CRACA,0,0,0,1,0,0,1
A5Z1G8,A5Z1G8_CRACA,0,0,0,1,0,0,1
A5Z1G9,A5Z1G9_CRACA,0,0,0,1,0,0,1
A5Z1H0,A5Z1H0_CRACA,0,0,0,1,0,0,1
A5Z1H1,A5Z1H1_9RODE,0,0,0,1,0,0,1
A5YN31,A5YN31_MACNE,0,0,0,1,0,0,1
A5YN29,A5YN29_HORSE,0,0,0,1,0,0,1
A5VMZ3,A5VMZ3_BRUO2,0,1,0,0,0,0,1
A5X468,A5X468_BASGA,0,0,0,1,0,0,1
A5VWN5,A5VWN5_PSEP1,0,1,0,0,0,0,1
A5VYN8,A5VYN8_PSEP1,0,1,0,0,0,0,1
A5WRU7,A5WRU7_MYCTF,0,1,0,0,0,0,1
A5X465,A5X465_9CARN,0,0,0,1,0,0,1
A5X466,A5X466_BASAS,0,0,0,1,0,0,1
A5X467,A5X467_POTFL,0,0,0,1,0,0,1
A5X469,A5X469_ENHLU,0,0,0,1,0,0,1
A5YN28,A5YN28_MADKI,0,0,0,1,0,0,1
A5X470,A5X470_MUSNI,0,0,0,1,0,0,1
A5XZ85,A5XZ85_SIGFU,0,0,0,1,0,0,1
A5YC74,A5YC74_AMMLE,0,0,0,1,0,0,1
A5YMQ7,A5YMQ7_MACMU,0,1,0,0,0,0,1
A5YN24,A5YN24_MACNE,0,0,0,1,0,0,1
A5YN26,A5YN26_RAT,0,0,0,1,0,0,1
A6XL21,A6XL21_SCOSC,0,0,0,1,0,0,1
A6XL22,A6XL22_SCOSC,0,0,0,1,0,0,1
A6XL23,A6XL23_SCOSC,0,0,0,1,0,0,1
A6Z0P9,A6Z0P9_HUMAN,0,0,0,1,0,0,1
A6YU66,A6YU66_HUMAN,0,0,0,1,0,0,1
A6YV28,A6YV28_HUMAN,0,0,0,1,0,0,1
A6YV54,A6YV54_HUMAN,0,0,0,1,0,0,1
A6YYA4,A6YYA4_HUMAN,0,0,0,1,0,0,1
A6YYY8,A6YYY8_HUMAN,0,0,0,1,0,0,1
A6YZK9,A6YZK9_HUMAN,0,0,0,1,0,0,1
A6Z1V1,A6Z1V1_HUMAN,0,0,0,1,0,0,1
A6YNS2,A6YNS2_9CHIR,0,0,0,1,0,0,1
A6Z5Z1,A6Z5Z1_HUMAN,0,0,0,1,0,0,1
A6Z6C1,A6Z6C1_HUMAN,0,0,0,1,0,0,1
A6Z6U0,A6Z6U0_HUMAN,0,0,0,1,0,0,1
A6ZA20,A6ZA20_HUMAN,0,0,0,1,0,0,1
A6ZEY2,A6ZEY2_HUMAN,0,0,0,1,0,0,1
A6ZFK2,A6ZFK2_HUMAN,0,0,0,1,0,0,1
A6YTK8,A6YTK8_HUMAN,0,0,0,1,0,0,1
A6YNR9,A6YNR9_9CHIR,0,0,0,1,0,0,1
A6ZGQ2,A6ZGQ2_HUMAN,0,0,0,1,0,0,1
A6XLD4,A6XLD4_THUAL,0,0,0,1,0,0,1
A6XLC8,A6XLC8_THUAL,0,0,0,1,0,0,1
A6XLC9,A6XLC9_THUAL,0,0,0,1,0,0,1
A6XLD0,A6XLD0_THUAL,0,0,0,1,0,0,1
A6XLD1,A6XLD1_THUAL,0,0,0,1,0,0,1
A6XLD2,A6XLD2_THUAL,0,0,0,1,0,0,1
A6XLD3,A6XLD3_THUAL,0,0,0,1,0,0,1
A6XLD5,A6XLD5_THUAL,0,0,0,1,0,0,1
A6YNR8,A6YNR8_9CHIR,0,0,0,1,0,0,1
A6Y863,A6Y863_FALCH,0,0,0,1,0,0,1
A6Y867,A6Y867_FALCH,0,0,0,1,0,0,1
A6YAQ4,A6YAQ4_CAMBA,0,0,0,1,0,0,1
A6YJS1,A6YJS1_CERPY,0,0,0,1,0,0,1
A6YJT4,A6YJT4_CERPY,0,0,0,1,0,0,1
A6YJU7,A6YJU7_CHLTN,0,0,0,1,0,0,1
A6ZG99,A6ZG99_HUMAN,0,0,0,1,0,0,1
A7BFJ0,A7BFJ0_BRABE,0,0,0,1,0,0,1
A6XLC6,A6XLC6_THUAL,0,0,0,1,0,0,1
A7DY01,A7DY01_MELME,0,0,0,1,0,0,1
A7DWM9,A7DWM9_OSTTE,0,0,0,1,0,0,1
A7DWP2,A7DWP2_9SAUR,0,0,0,1,0,0,1
A7DWQ5,A7DWQ5_PALPA,0,0,0,1,0,0,1
A7DXU9,A7DXU9_AILME,0,0,0,1,0,0,1
A7DXW2,A7DXW2_AILFU,0,0,0,1,0,0,1
A7DXX5,A7DXX5_9CARN,0,0,0,1,0,0,1
A7DYF3,A7DYF3_HIPHI,0,0,0,1,0,0,1
A7BII2,A7BII2_MARME,0,0,0,1,0,0,1
A7DYH6,A7DYH6_HIPHI,0,0,0,1,0,0,1
A7DYK1,A7DYK1_9PLEU,0,0,0,1,0,0,1
A7DYQ4,A7DYQ4_9PLEU,0,0,0,1,0,0,1
A7E1C9,A7E1C9_9TELE,0,0,0,1,0,0,1
A7E1E2,A7E1E2_9TELE,0,0,0,1,0,0,1
A7E1F5,A7E1F5_HIPKU,0,0,0,1,0,0,1
A7BIJ5,A7BIJ5_ENHLU,0,0,0,1,0,0,1
A7BIG9,A7BIG9_9CARN,0,0,0,1,0,0,1
A7BFK2,A7BFK2_BRABE,0,0,0,1,0,0,1
A7BFQ5,A7BFQ5_BRABE,0,0,0,1,0,0,1
A7BFK5,A7BFK5_BRABE,0,0,0,1,0,0,1
A7BFK8,A7BFK8_BRABE,0,0,0,1,0,0,1
A7BFL6,A7BFL6_BRABE,0,0,0,1,0,0,1
A7BFP1,A7BFP1_BRABE,0,0,0,1,0,0,1
A7BFQ0,A7BFQ0_BRABE,0,0,0,1,0,0,1
A7BFQ4,A7BFQ4_BRABE,0,0,0,1,0,0,1
A7BFT8,A7BFT8_BRABE,0,0,0,1,0,0,1
A7BIF6,A7BIF6_AILFU,0,0,0,1,0,0,1
A7BFU4,A7BFU4_BRABE,0,0,0,1,0,0,1
A7BFU5,A7BFU5_BRABE,0,0,0,1,0,0,1
A7BFU7,A7BFU7_9BRAN,0,0,0,1,0,0,1
A7BFU8,A7BFU8_9BRAN,0,0,0,1,0,0,1
A7BFV0,A7BFV0_9BRAN,0,0,0,1,0,0,1
A7BHR3,A7BHR3_9TELE,0,0,0,1,0,0,1
A6XLC7,A6XLC7_THUAL,0,0,0,1,0,0,1
A6XLC5,A6XLC5_THUAL,0,0,0,1,0,0,1
A6XL24,A6XL24_SCOSC,0,0,0,1,0,0,1
A6XL59,A6XL59_THUTH,0,0,0,1,0,0,1
A6XL53,A6XL53_THUTH,0,0,0,1,0,0,1
A6XL54,A6XL54_THUTH,0,0,0,1,0,0,1
A6XL55,A6XL55_THUTH,0,0,0,1,0,0,1
A6XL56,A6XL56_THUTH,0,0,0,1,0,0,1
A6XL57,A6XL57_THUTH,0,0,0,1,0,0,1
A6XL58,A6XL58_THUTH,0,0,0,1,0,0,1
A6XL60,A6XL60_THUTH,0,0,0,1,0,0,1
A6XL49,A6XL49_THUOB,0,0,0,1,0,0,1
A6XL61,A6XL61_9SCOM,0,0,0,1,0,0,1
A6XL63,A6XL63_9SCOM,0,0,0,1,0,0,1
A6XL64,A6XL64_9SCOM,0,0,0,1,0,0,1
A6XL65,A6XL65_9SCOM,0,0,0,1,0,0,1
A6XL67,A6XL67_SCORE,0,0,0,1,0,0,1
A6XL68,A6XL68_SCORE,0,0,0,1,0,0,1
A6XL52,A6XL52_THUTH,0,0,0,1,0,0,1
A6XL47,A6XL47_THUOB,0,0,0,1,0,0,1
A6XL70,A6XL70_SCOCL,0,0,0,1,0,0,1
A6XL32,A6XL32_AUXRO,0,0,0,1,0,0,1
A6XL25,A6XL25_SCOSC,0,0,0,1,0,0,1
A6XL26,A6XL26_SCOSC,0,0,0,1,0,0,1
A6XL28,A6XL28_SCOSC,0,0,0,1,0,0,1
A6XL29,A6XL29_SCOSC,0,0,0,1,0,0,1
A6XL30,A6XL30_AUXRO,0,0,0,1,0,0,1
A6XL31,A6XL31_AUXRO,0,0,0,1,0,0,1
A6XL34,A6XL34_AUXRO,0,0,0,1,0,0,1
A6XL46,A6XL46_THUOB,0,0,0,1,0,0,1
A6XL35,A6XL35_AUXTH,0,0,0,1,0,0,1
A6XL41,A6XL41_THUOB,0,0,0,1,0,0,1
A6XL42,A6XL42_THUOB,0,0,0,1,0,0,1
A6XL43,A6XL43_THUOB,0,0,0,1,0,0,1
A6XL44,A6XL44_THUOB,0,0,0,1,0,0,1
A6XL45,A6XL45_THUOB,0,0,0,1,0,0,1
A6XL69,A6XL69_SCOCL,0,0,0,1,0,0,1
A6XL71,A6XL71_SCOCL,0,0,0,1,0,0,1
A6XLC4,A6XLC4_SCOMC,0,0,0,1,0,0,1
A6XLB3,A6XLB3_SCOMC,0,0,0,1,0,0,1
A6XLA0,A6XLA0_KATPE,0,0,0,1,0,0,1
A6XLA1,A6XLA1_KATPE,0,0,0,1,0,0,1
A6XLA2,A6XLA2_KATPE,0,0,0,1,0,0,1
A6XLA3,A6XLA3_KATPE,0,0,0,1,0,0,1
A6XLA6,A6XLA6_KATPE,0,0,0,1,0,0,1
A6XLB0,A6XLB0_KATPE,0,0,0,1,0,0,1
A6XLB5,A6XLB5_SCOMC,0,0,0,1,0,0,1
A6XL97,A6XL97_SARSA,0,0,0,1,0,0,1
A6XLB6,A6XLB6_SCOMC,0,0,0,1,0,0,1
A6XLB7,A6XLB7_SCOMC,0,0,0,1,0,0,1
A6XLB8,A6XLB8_SCOMC,0,0,0,1,0,0,1
A6XLB9,A6XLB9_SCOMC,0,0,0,1,0,0,1
A6XLC0,A6XLC0_SCOMC,0,0,0,1,0,0,1
A6XLC2,A6XLC2_SCOMC,0,0,0,1,0,0,1
A6XL99,A6XL99_SCOBR,0,0,0,1,0,0,1
A6XL94,A6XL94_SCOCA,0,0,0,1,0,0,1
A6XL72,A6XL72_SCOCL,0,0,0,1,0,0,1
A6XL83,A6XL83_EUTAL,0,0,0,1,0,0,1
A6XL75,A6XL75_SCOCL,0,0,0,1,0,0,1
A6XL76,A6XL76_SCOCL,0,0,0,1,0,0,1
A6XL78,A6XL78_SCOCL,0,0,0,1,0,0,1
A6XL79,A6XL79_SCOCL,0,0,0,1,0,0,1
A6XL81,A6XL81_SCOCL,0,0,0,1,0,0,1
A6XL82,A6XL82_EUTAL,0,0,0,1,0,0,1
A6XL84,A6XL84_EUTAL,0,0,0,1,0,0,1
A6XL93,A6XL93_SCOCA,0,0,0,1,0,0,1
A6XL85,A6XL85_EUTAL,0,0,0,1,0,0,1
A6XL86,A6XL86_EUTAL,0,0,0,1,0,0,1
A6XL87,A6XL87_EUTAL,0,0,0,1,0,0,1
A6XL89,A6XL89_SCOCA,0,0,0,1,0,0,1
A6XL90,A6XL90_SCOCA,0,0,0,1,0,0,1
A6XL91,A6XL91_SCOCA,0,0,0,1,0,0,1
B8R7D6,B8R7D6_TARGR,0,0,0,1,0,0,1
B9LUQ9,B9LUQ9_HALLT,0,1,0,0,0,0,1
B8R7G2,B8R7G2_ICHAP,0,0,0,1,0,0,1
Q6UYA8,Q6UYA8_9SAUR,0,0,0,1,0,0,1
Q6RUI5,Q6RUI5_SEBSC,0,0,0,1,0,0,1
Q6T1Z0,Q6T1Z0_HUSHU,0,0,0,1,0,0,1
Q6UNK2,Q6UNK2_CARC0,0,0,0,1,0,0,1
Q6UY98,Q6UY98_9SAUR,0,0,0,1,0,0,1
Q6UYA3,Q6UYA3_9SAUR,0,0,0,1,0,0,1
Q6UYA6,Q6UYA6_9SAUR,0,0,0,1,0,0,1
Q6UYA9,Q6UYA9_9SAUR,0,0,0,1,0,0,1
Q6RNG4,Q6RNG4_HUMAN,0,0,0,1,0,0,1
Q6UYB0,Q6UYB0_9SAUR,0,0,0,1,0,0,1
Q6UYB1,Q6UYB1_9SAUR,0,0,0,1,0,0,1
Q6UYB3,Q6UYB3_9SAUR,0,0,0,1,0,0,1
Q6UYB4,Q6UYB4_9SAUR,0,0,0,1,0,0,1
Q6UYB5,Q6UYB5_9SAUR,0,0,0,1,0,0,1
Q6UYB6,Q6UYB6_9SAUR,0,0,0,1,0,0,1
Q6RRI3,Q6RRI3_HUMAN,0,0,0,1,0,0,1
Q6RN73,Q6RN73_HUMAN,0,0,0,1,0,0,1
Q6I7T3,Q6I7T3_VARKO,0,0,0,1,0,0,1
Q6KZG3,Q6KZG3_PICTO,0,1,0,0,0,0,1
Q6I7V9,Q6I7V9_ABRGR,0,0,0,1,0,0,1
Q6I7X2,Q6I7X2_9SAUR,0,0,0,1,0,0,1
Q6I7Y5,Q6I7Y5_RENHU,0,0,0,1,0,0,1
Q6I800,Q6I800_SCEOC,0,0,0,1,0,0,1
Q6J6X3,Q6J6X3_HORSE,0,0,0,1,0,0,1
Q6KE57,Q6KE57_APIME,0,1,0,0,0,0,1
Q6L7I5,Q6L7I5_BUEBU,0,0,0,1,0,0,1
Q6RMP2,Q6RMP2_HUMAN,0,0,0,1,0,0,1
Q6MBY5,Q6MBY5_PARUW,0,1,0,0,0,0,1
Q6NFM3,COX1_CORDI,0,1,0,0,0,0,1
Q6PY55,Q6PY55_PSEGL,0,0,0,1,0,0,1
Q6R688,Q6R688_POLSP,0,0,0,1,0,0,1
Q6R6A1,Q6R6A1_ACIDA,0,0,0,1,0,0,1
Q6RKZ7,Q6RKZ7_HUMAN,0,0,0,1,0,0,1
Q6UYB7,Q6UYB7_9SAUR,0,0,0,1,0,0,1
Q6VHV2,Q6VHV2_HUMAN,0,0,0,1,0,0,1
Q6VLK7,Q6VLK7_HUMAN,0,0,0,1,0,0,1
Q6ZLZ7,Q6ZLZ7_9TELE,0,0,0,1,0,0,1
Q6YT34,Q6YT34_9TELE,0,0,0,1,0,0,1
Q6Z7Y1,Q6Z7Y1_MEGAT,0,0,0,1,0,0,1
Q6Z7Y7,Q6Z7Y7_ELOSA,0,0,0,1,0,0,1
Q6ZLV6,Q6ZLV6_9TELE,0,0,0,1,0,0,1
Q6ZLX2,Q6ZLX2_SYNKA,0,0,0,1,0,0,1
Q6ZLY2,Q6ZLY2_9TELE,0,0,0,1,0,0,1
Q70E05,Q70E05_ACIST,0,0,0,1,0,0,1
Q6VPY3,Q6VPY3_CHINI,0,0,0,1,0,0,1
Q70EA7,Q70EA7_NEOFS,0,0,0,1,0,0,1
Q70ED3,Q70ED3_DUTME,0,0,0,1,0,0,1
Q70EE6,Q70EE6_AMBME,0,0,0,1,0,0,1
Q70RN2,Q70RN2_PHOPH,0,0,0,1,0,0,1
Q70RP5,Q70RP5_MONMO,0,0,0,1,0,0,1
Q70RQ8,Q70RQ8_LAGAL,0,0,0,1,0,0,1
Q6YT21,Q6YT21_9TELE,0,0,0,1,0,0,1
Q6W6J0,Q6W6J0_ANSSE,0,0,0,1,0,0,1
Q6W6H7,Q6W6H7_STRHB,0,0,0,1,0,0,1
Q6W6G4,Q6W6G4_NINNO,0,0,0,1,0,0,1
Q6VV57,Q6VV57_9PASS,0,0,0,1,0,0,1
Q6VQ04,Q6VQ04_SORCO,0,0,0,1,0,0,1
Q6VQ00,Q6VQ00_SORAR,0,0,0,1,0,0,1
Q6VPZ8,Q6VPZ8_SORMI,0,0,0,1,0,0,1
Q6VPZ6,Q6VPZ6_NEOFO,0,0,0,1,0,0,1
Q6VPZ4,Q6VPZ4_CRORS,0,0,0,1,0,0,1
Q6VPZ2,Q6VPZ2_MOUSE,0,0,0,1,0,0,1
Q6VPZ1,Q6VPZ1_MYOGA,0,0,0,1,0,0,1
Q6VPZ0,Q6VPZ0_MYOGA,0,0,0,1,0,0,1
Q6VPY9,Q6VPY9_ARVAM,0,0,0,1,0,0,1
Q6VPY7,Q6VPY7_MICAR,0,0,0,1,0,0,1
Q6VPY5,Q6VPY5_MICAG,0,0,0,1,0,0,1
Q6VPY4,Q6VPY4_MICSB,0,0,0,1,0,0,1
Q6I7U6,Q6I7U6_9SAUR,0,0,0,1,0,0,1
Q6GI24,QOX1_STAAR,0,1,0,0,0,0,1
Q70RT4,Q70RT4_INIGE,0,0,0,1,0,0,1
Q69IA4,Q69IA4_9GALL,0,0,0,1,0,0,1
Q695W0,Q695W0_9SAUR,0,0,0,1,0,0,1
Q69AX2,Q69AX2_9GOBI,0,0,0,1,0,0,1
Q69G33,Q69G33_PIG,0,0,0,1,0,0,1
Q69GF8,Q69GF8_PIG,0,0,0,1,0,0,1
Q69IA2,Q69IA2_PAUUN,0,0,0,1,0,0,1
Q69IA3,Q69IA3_9GALL,0,0,0,1,0,0,1
Q69IA5,Q69IA5_MITMI,0,0,0,1,0,0,1
Q695V6,Q695V6_9SAUR,0,0,0,1,0,0,1
Q69IA6,Q69IA6_CRARU,0,0,0,1,0,0,1
Q69IA7,Q69IA7_9GALL,0,0,0,1,0,0,1
Q69IA8,Q69IA8_CRAFA,0,0,0,1,0,0,1
Q69IA9,Q69IA9_9GALL,0,0,0,1,0,0,1
Q69IB0,Q69IB0_9GALL,0,0,0,1,0,0,1
Q69IB1,Q69IB1_CRAAL,0,0,0,1,0,0,1
Q695V7,Q695V7_9SAUR,0,0,0,1,0,0,1
Q695U8,Q695U8_9SAUR,0,0,0,1,0,0,1
Q6GAF3,QOX1_STAAS,0,1,0,0,0,0,1
Q68N08,Q68N08_NYCNY,0,0,0,1,0,0,1
Q68MS0,Q68MS0_BUCAL,0,0,0,1,0,0,1
Q68MT3,Q68MT3_CARCD,0,0,0,1,0,0,1
Q68MU1,Q68MU1_AECOC,0,0,0,1,0,0,1
Q68MW1,Q68MW1_BOTLE,0,0,0,1,0,0,1
Q68MZ5,Q68MZ5_CYGBU,0,0,0,1,0,0,1
Q68MZ8,Q68MZ8_LOPCU,0,0,0,1,0,0,1
Q68N20,Q68N20_EREAL,0,0,0,1,0,0,1
Q68SN7,Q68SN7_CRAGY,0,0,0,1,0,0,1
Q68N25,Q68N25_CALFA,0,0,0,1,0,0,1
Q68N54,Q68N54_BUTLA,0,0,0,1,0,0,1
Q68N82,Q68N82_CALMN,0,0,0,1,0,0,1
Q68NE1,Q68NE1_PLUSQ,0,0,0,1,0,0,1
Q68SN5,Q68SN5_THOMO,0,0,0,1,0,0,1
Q68SN6,Q68SN6_CRATY,0,0,0,1,0,0,1
Q6B0M5,Q6B0M5_9TELE,0,0,0,1,0,0,1
Q6DKT1,Q6DKT1_MAURE,0,0,0,1,0,0,1
Q6DN58,AI3_KLULA,0,0,0,0,1,0,1
Q6EH96,Q6EH96_9PASE,0,0,0,1,0,0,1
Q6EGJ0,COX1_CRAZI,0,0,0,1,0,0,1
Q6EGJ1,COX1_CRANE,0,0,0,1,0,0,1
Q6EH56,Q6EH56_9PASE,0,0,0,1,0,0,1
Q6EH61,Q6EH61_9PASE,0,0,0,1,0,0,1
Q6EH66,Q6EH66_9PASE,0,0,0,1,0,0,1
Q6EH81,Q6EH81_9PASE,0,0,0,1,0,0,1
Q6EHA6,Q6EHA6_9PASE,0,0,0,1,0,0,1
Q6EGH1,Q6EGH1_CHAPN,0,0,0,1,0,0,1
Q6EHB1,Q6EHB1_9PASE,0,0,0,1,0,0,1
Q6EHB6,Q6EHB6_DENFS,0,0,0,1,0,0,1
Q6EMS9,COX1_BOSIN,0,0,0,1,0,0,1
Q6F3T8,Q6F3T8_THECH,0,0,0,1,0,0,1
Q6F3Z0,Q6F3Z0_THECH,0,0,0,1,0,0,1
Q6F9R4,Q6F9R4_ACIAD,0,1,0,0,0,0,1
Q6EGI9,Q6EGI9_CRAFU,0,0,0,1,0,0,1
Q6EGI8,Q6EGI8_CRACA,0,0,0,1,0,0,1
Q6EGI7,Q6EGI7_9RODE,0,0,0,1,0,0,1
Q6EGI6,Q6EGI6_CRAME,0,0,0,1,0,0,1
Q6EGI5,COX1_ORTCH,0,0,0,1,0,0,1
Q6EGI4,COX1_ORTUN,0,0,0,1,0,0,1
Q6EGI3,COX1_ORTHI,0,0,0,1,0,0,1
Q6EGI2,COX1_ORTGR,0,0,0,1,0,0,1
Q6EGI0,COX1_PAPBU,0,0,0,1,0,0,1
Q6EGH9,COX1_GEOBE,0,0,0,1,0,0,1
Q6EGH8,COX1_GEOTE,0,0,0,1,0,0,1
Q6EGH7,COX1_ZYGTR,0,0,0,1,0,0,1
Q6EGH6,Q6EGH6_THOBO,0,0,0,1,0,0,1
Q6EGH5,Q6EGH5_THOUM,0,0,0,1,0,0,1
Q6EGH4,Q6EGH4_THOBU,0,0,0,1,0,0,1
Q6EGH3,Q6EGH3_THOTA,0,0,0,1,0,0,1
Q6EGH2,Q6EGH2_THOMA,0,0,0,1,0,0,1
Q70RS1,Q70RS1_PONBL,0,0,0,1,0,0,1
Q70RU7,Q70RU7_PLAMN,0,0,0,1,0,0,1
